Log file created: Wed Mar  4 13:31:19 2020
Ticks = 427611      <4536604096> <BEE_WorkQueue> <5> BEE_WorkQueue_PreCloseProject end
Ticks = 427777      <4536604096> <ALOG> <5> MC MC_StopAllAsyncWork MC_StopAllAsyncWork
Ticks = 427816      <4536604096> <ALOG> <5> AEGPDriver Unload Skipping unloading of Anywhere
Ticks = 427822      <4536604096> <ALOG> <5> BEE Death BEE Death
Ticks = 427843      <4536604096> <ALOG> <5> BEE Command Set Scrap
Ticks = 428025      <4536604096> <ALOG> <5> PR Death PR Death
Ticks = 428025      <4536604096> <ALOG> <5> FLT Death FLT Death
Ticks = 429328      <4536604096> <ALOG> <5> OM Death OM Death
Ticks = 429333      <4536604096> <ALOG> <5> SND Death SND Death
Ticks = 429333      <4536604096> <ALOG> <5> PIN Death PIN Death
Ticks = 429359      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429422      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429422      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429422      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429423      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429423      <4536604096> <ALOG> <5> PIN Death PIN PS Death
Ticks = 429441      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429441      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429441      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429441      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429441      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429441      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429441      <4536604096> <ALOG> <5> PIN Death PIN CIN Death
Ticks = 429441      <4536604096> <ALOG> <5> PIN Death PIN EI Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN PS Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN YM Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN PS Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN JSX Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429442      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429443      <4536604096> <ALOG> <5> PIN Death PIN PS3 Death
Ticks = 429446      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429446      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429446      <4536604096> <ALOG> <5> PIN Death PIN RLA Death
Ticks = 429446      <4536604096> <ALOG> <5> PIN Death PIN PS Death
Ticks = 429446      <4536604096> <ALOG> <5> PIN Death PIN PS Death
Ticks = 429446      <4536604096> <ALOG> <5> PIN Death PIN ZPIC Death
Ticks = 429446      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429446      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429446      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429446      <4536604096> <ALOG> <5> PIN Death PIN PS Death
Ticks = 429446      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429446      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429446      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429446      <4536604096> <ALOG> <5> PIN Death PIN MC Death
Ticks = 429523      <123145573294080> <ALOG> <5> COR CORp_ShutdownPSL successfully shutdown AdobePSL
Ticks = 429524      <4536604096> <ALOG> <5> TXT Death TXT Death
Ticks = 429524      <4536604096> <ALOG> <5> TXT Death TXT_ShutdownGlobalDocumentResources called successfully.
Ticks = 429525      <4536604096> <ALOG> <5> TXT Death TXT_FontServer::FontServer ()->FreeFontServer() called successfully.
Ticks = 429525      <4536604096> <ALOG> <5> TXT Death SLO::FreeAutoPtrInternalMemory() called successfully.
Ticks = 429535      <4536604096> <ALOG> <5> TXT Death SLO::SLOTerminate () called successfully.
Ticks = 429561      <4536604096> <ALOG> <5> TXT Death COR_BIBCLIENTTERMINATE_IF_NEEDED called successfully.
Ticks = 429561      <4536604096> <ALOG> <5> TXT Death U_Context::UnregisterState(TXT_GlobalState::S_Name) called successfully.
Ticks = 429561      <4536604096> <ALOG> <5> P Death P Death
Ticks = 429561      <4536604096> <ALOG> <5> PF Death PF Death
Ticks = 429561      <4536604096> <ALOG> <5> TDB Death TDB Death
Ticks = 429561      <4536604096> <ALOG> <5> TDB Death TDB StreamBase Death
Ticks = 429561      <4536604096> <ALOG> <5> PLUG Death PLUG Death
Ticks = 429743      <4536604096> <ALOG> <5> MC Death MC Death
Ticks = 429763      <4536604096> <ALOG> <5> VAL Death VAL Death
Ticks = 429763      <4536604096> <ALOG> <5> PREF Death PREF Death
Ticks = 429764      <4536604096> <ALOG> <5> RND Death RND Death
Ticks = 429764      <4536604096> <ALOG> <5> M Death M Death
Ticks = 429765      <4536604096> <ALOG> <5> FILE Death FILE Death
Ticks = 429783      <4536604096> <ALOG> <5> U Death U Death
-------------------------------------------
Log file closed: Wed Mar  4 13:38:28 2020

